# Program:featureCounts v1.6.2; Command:"/work/02238/strader/lonestar/subread-1.6.2-source/bin/featureCounts" "-T" "5" "-M" "-O" "-a" "/scratch/02238/strader/Spurp/genome/Strongylocentrotus_purpuratus.Spur_3.1.39_pro.gtf" "-t" "gene" "-g" "gene_id" "-o" "MEDIP_proCounts_10July2018.txt" "BB1_BL__cleaned_Sorted_dupsRemoved.bam" "BB1_G__cleaned_Sorted_dupsRemoved.bam" "BB1_PR__cleaned_Sorted_dupsRemoved.bam" "BB2_BL__cleaned_Sorted_dupsRemoved.bam" "BB2_G__cleaned_Sorted_dupsRemoved.bam" "BB2_PR__cleaned_Sorted_dupsRemoved.bam" "BB3_BL__cleaned_Sorted_dupsRemoved.bam" "BB3_G__cleaned_Sorted_dupsRemoved.bam" "BB3_PR__cleaned_Sorted_dupsRemoved.bam" "BR1_BL__cleaned_Sorted_dupsRemoved.bam" "BR1_G__cleaned_Sorted_dupsRemoved.bam" "BR1_PR__cleaned_Sorted_dupsRemoved.bam" "BR2_BL__cleaned_Sorted_dupsRemoved.bam" "BR2_PR__cleaned_Sorted_dupsRemoved.bam" "BR3_BL__cleaned_Sorted_dupsRemoved.bam" "BR3_G__cleaned_Sorted_dupsRemoved.bam" "BR3_PR__cleaned_Sorted_dupsRemoved.bam" "RB1_BL__cleaned_Sorted_dupsRemoved.bam" "RB1_G__cleaned_Sorted_dupsRemoved.bam" "RB1_PR__cleaned_Sorted_dupsRemoved.bam" "RB2_BL__cleaned_Sorted_dupsRemoved.bam" "RB2_G__cleaned_Sorted_dupsRemoved.bam" "RB2_PR__cleaned_Sorted_dupsRemoved.bam" "RB3_BL__cleaned_Sorted_dupsRemoved.bam" "RB3_G__cleaned_Sorted_dupsRemoved.bam" "RB3_PR__cleaned_Sorted_dupsRemoved.bam" "RR1_BL__cleaned_Sorted_dupsRemoved.bam" "RR1_G__cleaned_Sorted_dupsRemoved.bam" "RR1_PR__cleaned_Sorted_dupsRemoved.bam" "RR2_BL__cleaned_Sorted_dupsRemoved.bam" "RR2_G__cleaned_Sorted_dupsRemoved.bam" "RR2_PR__cleaned_Sorted_dupsRemoved.bam" "RR3_BL__cleaned_Sorted_dupsRemoved.bam" "RR3_G__cleaned_Sorted_dupsRemoved.bam" "RR3_PR__cleaned_Sorted_dupsRemoved.bam" 
Geneid	Chr	Start	End	Strand	Length	BB1_BL__cleaned_Sorted_dupsRemoved.bam	BB1_G__cleaned_Sorted_dupsRemoved.bam	BB1_PR__cleaned_Sorted_dupsRemoved.bam	BB2_BL__cleaned_Sorted_dupsRemoved.bam	BB2_G__cleaned_Sorted_dupsRemoved.bam	BB2_PR__cleaned_Sorted_dupsRemoved.bam	BB3_BL__cleaned_Sorted_dupsRemoved.bam	BB3_G__cleaned_Sorted_dupsRemoved.bam	BB3_PR__cleaned_Sorted_dupsRemoved.bam	BR1_BL__cleaned_Sorted_dupsRemoved.bam	BR1_G__cleaned_Sorted_dupsRemoved.bam	BR1_PR__cleaned_Sorted_dupsRemoved.bam	BR2_BL__cleaned_Sorted_dupsRemoved.bam	BR2_PR__cleaned_Sorted_dupsRemoved.bam	BR3_BL__cleaned_Sorted_dupsRemoved.bam	BR3_G__cleaned_Sorted_dupsRemoved.bam	BR3_PR__cleaned_Sorted_dupsRemoved.bam	RB1_BL__cleaned_Sorted_dupsRemoved.bam	RB1_G__cleaned_Sorted_dupsRemoved.bam	RB1_PR__cleaned_Sorted_dupsRemoved.bam	RB2_BL__cleaned_Sorted_dupsRemoved.bam	RB2_G__cleaned_Sorted_dupsRemoved.bam	RB2_PR__cleaned_Sorted_dupsRemoved.bam	RB3_BL__cleaned_Sorted_dupsRemoved.bam	RB3_G__cleaned_Sorted_dupsRemoved.bam	RB3_PR__cleaned_Sorted_dupsRemoved.bam	RR1_BL__cleaned_Sorted_dupsRemoved.bam	RR1_G__cleaned_Sorted_dupsRemoved.bam	RR1_PR__cleaned_Sorted_dupsRemoved.bam	RR2_BL__cleaned_Sorted_dupsRemoved.bam	RR2_G__cleaned_Sorted_dupsRemoved.bam	RR2_PR__cleaned_Sorted_dupsRemoved.bam	RR3_BL__cleaned_Sorted_dupsRemoved.bam	RR3_G__cleaned_Sorted_dupsRemoved.bam	RR3_PR__cleaned_Sorted_dupsRemoved.bam
SPU_026004	Scaffold2409	30279	31279	-	1001	6	9	12	8	5	6	6	9	10	7	9	2	5	2	6	5	3	13	6	9	6	2	5	8	12	7	5	5	8	6	3	4	8	4	10
SPU_018739	Scaffold2409	33238	34238	-	1001	1	6	8	1	1	3	1	4	4	13	5	3	6	1	1	5	2	6	5	3	4	1	1	5	3	5	2	4	5	1	1	4	3	1	2
SPU_006869	Scaffold2409	34659	35659	-	1001	9	23	21	10	8	11	9	15	23	18	23	8	17	7	13	19	14	17	17	23	15	1	14	20	24	18	16	15	21	18	4	22	15	6	10
SPU_021583	Scaffold2409	39568	40568	-	1001	0	2	0	1	0	1	0	0	0	2	1	0	3	1	2	2	1	1	0	1	0	0	0	0	1	0	0	0	1	1	1	0	0	1	1
SPU_021582	Scaffold2409	52249	53249	+	1001	4	12	10	8	4	8	10	20	11	12	5	6	6	5	5	14	9	19	8	10	5	2	7	11	19	11	6	5	8	8	2	9	5	5	11
SPU_016772	Scaffold2409	81757	82757	-	1001	1	5	6	3	0	5	5	3	6	10	7	4	0	7	3	4	3	3	6	4	3	0	7	6	8	8	1	0	4	5	1	3	6	3	5
SPU_022331	Scaffold2409	100906	101906	+	1001	0	0	1	0	0	0	0	1	0	1	2	0	1	1	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	9	0	0	0	0	0
SPU_005234	Scaffold1952	19292	20292	+	1001	0	5	1	2	0	1	1	1	1	4	0	0	0	0	0	1	1	5	2	1	0	1	0	1	2	0	2	1	3	0	1	2	0	0	0
SPU_005235	Scaffold1952	51034	52034	-	1001	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPU_016919	Scaffold1952	66840	67840	-	1001	2	1	2	0	0	0	0	1	3	2	1	0	1	0	1	0	0	1	0	0	2	0	0	2	0	0	1	0	0	1	3	0	3	1	2
SPU_016918	Scaffold1952	73164	74164	+	1001	0	2	2	0	0	2	0	1	1	6	1	1	1	0	0	2	1	4	1	1	0	1	1	0	1	0	2	2	3	1	1	1	3	0	3
ENSRNA022743376	Scaffold1952	100849	101849	+	1001	10	31	11	6	6	1	9	11	11	6	10	0	11	5	2	2	0	25	18	8	18	2	9	4	1	5	5	5	12	5	0	1	6	2	6
ENSRNA022743378	Scaffold1952	101244	102244	+	1001	10	30	9	5	6	1	8	12	8	3	9	0	12	3	2	1	0	23	18	8	23	2	9	4	1	5	5	6	11	4	0	1	8	1	10
ENSRNA022743396	Scaffold1952	112425	113425	+	1001	34	63	2	21	1	3	4	1	55	34	3	12	4	1	4	0	2	56	51	9	5	6	6	5	9	2	4	32	1	4	41	1	6	5	0
ENSRNA022743392	Scaffold1952	112924	113924	+	1001	19	25	2	11	0	0	2	1	20	9	1	0	0	1	0	0	0	20	18	2	0	0	0	1	0	0	3	15	2	1	3	0	2	4	0
ENSRNA022743385	Scaffold1952	113424	114424	+	1001	8	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ENSRNA022743390	Scaffold1952	113926	114926	+	1001	4	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
ENSRNA022743381	Scaffold1952	114428	115428	+	1001	3	12	0	0	1	0	0	2	4	8	1	0	0	0	1	0	0	5	1	1	1	0	0	0	2	0	0	4	6	3	2	0	0	1	0
SPU_008464	Scaffold2164	47790	48790	-	1001	6	5	12	3	5	5	4	5	6	14	7	4	6	6	5	12	5	6	10	3	8	1	6	7	10	3	3	5	14	3	3	5	8	5	7
SPU_014622	Scaffold1738	4989	5989	-	1001	3	6	7	6	1	2	1	2	8	8	7	2	2	1	6	6	2	5	3	7	5	1	4	3	4	4	6	1	3	3	2	4	7	2	4
SPU_003406	Scaffold1738	13653	14653	+	1001	0	6	2	0	0	0	1	3	2	10	0	1	4	2	1	0	1	4	4	1	3	0	4	1	1	3	2	1	2	3	0	1	2	4	5
SPU_025193	Scaffold1738	96857	97857	-	1001	1	4	8	3	1	0	0	2	5	2	1	0	1	2	0	1	0	3	1	1	3	0	0	1	0	1	0	0	3	1	0	3	3	0	4
SPU_003639	Scaffold1738	101754	102754	+	1001	5	8	3	0	2	2	1	3	4	1	3	2	3	1	3	1	2	10	2	2	1	0	8	3	5	4	4	0	1	7	1	5	0	1	2
SPU_010250	Scaffold1738	105877	106877	+	1001	2	11	2	5	4	2	1	3	6	5	3	4	3	4	2	3	2	14	4	9	14	0	8	4	10	2	2	5	9	5	0	1	2	2	1
SPU_010619	Scaffold2003	29436	30436	+	1001	0	0	1	1	0	2	0	0	0	2	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0
SPU_010620	Scaffold2003	38153	39153	+	1001	2	11	15	13	2	12	9	5	8	10	8	4	4	3	5	12	4	12	5	6	8	0	10	8	8	6	6	9	2	5	2	2	2	4	3
SPU_004177	Scaffold2003	67008	68008	+	1001	0	4	4	2	2	0	8	4	8	2	7	4	2	4	6	7	2	3	0	6	7	0	0	9	12	5	5	8	4	3	1	7	4	1	3
SPU_021906	Scaffold2003	98823	99823	+	1001	0	2	2	2	0	1	1	0	1	1	1	0	2	0	0	1	0	5	1	1	0	0	0	0	1	1	0	1	1	1	2	0	4	3	0
SPU_022062	Scaffold1776	29613	30613	+	1001	7	16	9	16	3	9	10	7	10	8	11	6	2	4	9	11	4	9	5	9	9	4	5	5	11	5	6	7	3	4	3	4	7	7	5
SPU_022061	Scaffold1776	40604	41604	-	1001	2	2	2	2	1	1	1	5	3	3	4	3	2	3	4	1	2	1	2	2	2	0	2	0	2	0	1	0	0	0	0	0	2	0	0
SPU_022060	Scaffold1776	42016	43016	-	1001	169	231	135	47	29	581	955	40	725	87	538	50	222	253	324	75	55	899	724	55	351	14	399	132	395	83	111	356	221	380	97	103	155	209	41
SPU_014532	Scaffold2281	53634	54634	-	1001	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
SPU_011813	Scaffold2281	98057	99057	+	1001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPU_028325	Scaffold2300	9277	10277	-	1001	191	305	187	159	312	168	139	125	247	169	272	123	176	146	195	235	178	194	272	164	171	63	160	184	216	146	162	148	165	240	120	184	160	231	161
SPU_001162	Scaffold2300	28739	29739	-	1001	24	26	29	20	12	24	19	15	29	29	22	8	15	19	16	16	12	27	19	15	21	5	14	10	25	10	25	15	28	14	16	13	21	12	17
SPU_024690	Scaffold2300	58339	59339	+	1001	56	47	26	42	10	36	41	35	55	61	47	25	42	26	33	34	33	90	34	27	23	5	27	24	36	27	29	23	25	27	13	32	25	23	29
SPU_025544.1	Scaffold2267	3885	4885	-	1001	4	13	13	3	0	10	2	6	8	5	7	6	2	1	2	9	5	15	7	19	3	0	5	5	4	1	1	3	6	5	0	5	4	5	4
SPU_025544.2	Scaffold2267	7035	8035	-	1001	33	114	59	47	26	25	42	38	65	48	66	26	24	20	12	49	19	75	42	39	44	4	30	36	37	28	24	28	21	39	14	36	24	30	34
SPU_024415	Scaffold2267	36410	37410	-	1001	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
SPU_018611	Scaffold2267	48394	49394	-	1001	0	1	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	1
SPU_023934	Scaffold2267	110320	111320	-	1001	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	2	0	0	1	0	1	0	0	0	1	0	1	0	2	1	1	1	0	1	1
SPU_023936	Scaffold2267	110305	111305	-	1001	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	2	0	0	1	0	1	0	0	0	1	0	1	0	2	1	1	1	0	1	1
SPU_002384	Scaffold1240	39115	40115	-	1001	2	7	12	15	7	11	10	2	13	11	10	8	10	1	5	22	9	29	6	11	5	2	24	9	17	8	11	6	13	4	8	6	4	4	4
SPU_016894	Scaffold1240	47902	48902	+	1001	74	132	68	104	75	93	79	52	93	50	95	40	73	39	61	74	58	177	75	103	60	24	104	54	71	53	89	47	58	101	69	53	78	65	60
SPU_023592	Scaffold1240	94936	95936	+	1001	8	14	22	11	9	5	3	8	4	9	14	3	3	7	5	13	14	21	8	11	4	0	7	4	11	5	6	11	9	5	7	1	8	3	3
SPU_019587	Scaffold2098	51077	52077	-	1001	0	8	10	6	1	1	1	4	10	11	3	0	3	4	2	6	3	10	7	3	5	0	2	6	5	2	6	3	4	3	0	4	7	6	1
SPU_000568	Scaffold1667	22992	23992	+	1001	12	33	27	37	30	25	13	16	24	20	24	17	15	9	22	27	12	29	31	31	23	3	32	14	4	17	21	25	9	17	31	12	9	19	11
SPU_000565	Scaffold1667	40719	41719	-	1001	47	67	52	42	86	145	47	26	61	41	44	20	48	93	51	40	47	48	56	64	57	24	88	46	38	78	110	51	31	161	56	37	181	68	40
SPU_020042	Scaffold2002	71594	72594	+	1001	0	13	10	5	2	2	5	10	9	12	10	3	2	3	2	4	3	10	8	5	5	2	5	5	5	11	5	8	12	3	1	3	1	3	10
SPU_003451	Scaffold2146	66319	67319	-	1001	1	2	3	1	1	1	0	2	1	4	1	0	0	1	0	1	1	1	0	0	1	0	1	0	0	0	0	0	0	1	0	1	2	0	2
SPU_027960	Scaffold1907	28233	29233	-	1001	5	15	12	7	1	2	2	15	14	20	11	4	6	5	6	15	9	17	10	6	14	1	3	11	8	6	10	11	17	8	8	10	9	6	13
ENSRNA022743404	Scaffold1907	28424	29424	+	1001	6	22	20	6	1	3	3	23	17	26	17	8	11	7	11	24	11	28	18	9	23	5	11	20	23	10	12	15	27	10	6	18	14	12	14
SPU_014950	Scaffold1907	40308	41308	+	1001	6	36	43	17	18	22	12	25	25	29	20	17	19	10	12	24	20	45	21	22	19	6	34	24	28	18	23	15	27	22	21	18	23	22	19
SPU_020701	Scaffold1907	74094	75094	-	1001	10	39	41	22	4	13	18	31	29	40	27	8	22	14	15	25	20	45	36	34	22	7	21	25	37	31	31	24	29	31	10	25	29	12	22
SPU_001892	Scaffold1907	99330	100330	-	1001	7	34	26	24	10	14	13	19	25	38	21	17	14	23	19	25	21	58	30	37	23	5	36	28	34	30	26	28	24	24	12	19	34	14	29
SPU_019107	Scaffold1682	27118	28118	-	1001	5	16	13	0	2	2	1	13	11	12	4	1	6	7	6	3	1	13	12	3	5	0	3	2	5	2	4	2	4	4	3	5	1	6	1
SPU_019106	Scaffold1682	48792	49792	-	1001	9	30	9	3	10	4	13	5	10	22	15	6	5	7	4	12	6	8	11	14	18	0	8	9	14	3	4	6	7	5	4	6	9	5	5
SPU_021115	Scaffold1439	30992	31992	-	1001	2	7	3	1	12	0	1	1	3	2	2	0	3	0	2	2	2	6	0	1	0	0	2	1	2	0	0	3	2	2	0	1	0	1	4
SPU_016868	Scaffold1735	36983	37983	+	1001	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	1	0	0
SPU_014799	Scaffold2165	32264	33264	+	1001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPU_014796	Scaffold2165	63364	64364	-	1001	13	27	24	26	21	20	21	21	23	23	21	10	21	16	23	29	17	29	27	27	14	7	28	20	26	11	11	18	9	17	7	17	16	11	15
SPU_014800	Scaffold2165	67776	68776	+	1001	11	35	23	33	11	14	16	19	40	25	27	11	13	19	14	26	21	40	22	20	24	9	28	31	28	21	31	25	29	26	11	23	29	23	27
SPU_022557	Scaffold1334	21176	22176	+	1001	0	1	2	1	0	0	0	1	0	1	1	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0
SPU_004873	Scaffold1334	57039	58039	+	1001	2	5	9	6	0	4	2	4	4	8	6	2	2	3	1	6	3	8	8	4	4	0	5	5	9	4	6	4	2	3	0	5	2	2	4
SPU_013395	Scaffold1334	73152	74152	+	1001	0	6	8	3	0	3	3	2	3	7	4	1	1	0	2	3	3	6	5	3	3	0	6	5	0	3	1	3	4	3	0	2	2	3	3
SPU_013398	Scaffold1334	88962	89962	-	1001	0	18	5	3	4	4	2	4	20	4	15	5	11	3	15	5	6	10	17	12	8	6	20	9	15	6	8	6	9	7	6	12	7	4	5
SPU_024021	Scaffold2521	102016	103016	-	1001	0	6	2	2	5	3	3	3	6	4	0	0	3	4	3	2	0	8	5	0	1	0	0	0	1	1	2	0	1	0	0	1	0	5	0
SPU_024361	Scaffold2521	35621	36621	-	1001	7	24	4	5	10	2	2	19	47	4	18	16	1	10	31	18	8	9	24	4	18	9	5	6	4	3	2	4	9	9	7	3	3	14	6
SPU_001373	Scaffold2521	46444	47444	-	1001	0	2	2	0	0	0	0	0	2	3	1	0	0	0	1	0	2	14	2	0	2	0	1	1	0	0	1	0	0	4	0	1	2	0	1
SPU_010834	Scaffold2521	45569	46569	-	1001	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
SPU_023222	Scaffold2521	95777	96777	-	1001	1	2	10	2	3	3	0	3	2	4	0	0	2	3	1	6	0	6	4	3	3	0	0	0	3	0	0	3	1	1	0	1	0	3	4
SPU_008188	Scaffold2574	19513	20513	-	1001	0	4	2	0	0	0	2	4	4	4	3	0	3	2	1	1	0	2	2	1	4	1	1	0	0	0	1	0	2	3	1	0	2	2	0
SPU_030233	Scaffold2574	84009	85009	-	1001	11	20	24	19	2	12	5	22	21	25	18	12	14	13	11	25	21	25	14	21	11	6	18	22	25	12	18	15	18	16	8	13	20	12	14
SPU_001699	Scaffold2574	26993	27993	-	1001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPU_028434	Scaffold2574	84009	85009	-	1001	11	20	24	19	2	12	5	22	21	25	18	12	14	13	11	25	21	25	14	21	11	6	18	22	25	12	18	15	18	16	8	13	20	12	14
SPU_022612	Scaffold2574	92425	93425	+	1001	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	1	1	0	0	0	2	0	2	2	0	2	3	4	1	0	0	1	0
SPU_022613	Scaffold2574	97355	98355	+	1001	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
SPU_028233	Scaffold1567	17825	18825	+	1001	1	0	1	1	0	0	0	0	0	0	1	0	1	1	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
SPU_006633	Scaffold1567	40594	41594	-	1001	0	5	5	3	1	3	1	8	5	4	5	3	1	1	3	6	3	11	3	8	5	2	7	4	10	4	5	8	3	6	4	3	9	0	5
SPU_014851	Scaffold1567	45483	46483	-	1001	4	7	5	2	0	5	4	7	8	5	3	2	4	1	5	5	4	22	5	5	6	3	6	2	11	4	9	4	5	6	4	5	10	4	3
SPU_001645	Scaffold1567	56579	57579	-	1001	0	9	1	2	2	3	2	3	4	3	1	1	0	2	0	3	0	3	5	1	1	0	2	2	1	1	0	0	4	1	0	4	3	0	1
SPU_028039	Scaffold1567	78787	79787	-	1001	5	28	26	13	9	16	21	28	19	28	25	17	23	14	18	29	12	38	19	27	22	2	25	18	45	21	24	17	24	23	14	15	22	16	20
SPU_011634	Scaffold1280	11859	12859	-	1001	2	2	2	0	1	0	0	4	1	1	3	1	0	0	2	5	1	2	6	1	0	0	0	0	0	0	3	3	3	2	0	1	3	1	0
SPU_005425	Scaffold1280	64233	65233	+	1001	0	0	2	0	0	0	0	2	4	2	1	0	0	0	0	2	0	1	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	1	0
SPU_015143	Scaffold1280	69748	70748	+	1001	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0
SPU_003514	Scaffold1280	84900	85900	+	1001	0	5	3	6	2	4	0	4	8	1	2	0	1	3	4	4	3	8	0	2	0	1	3	4	1	2	3	2	3	6	2	2	7	2	2
SPU_006573	Scaffold1280	84937	85937	+	1001	0	6	3	6	2	5	0	4	9	1	3	0	1	3	4	4	4	7	0	2	0	1	3	4	1	2	4	2	3	6	2	2	7	3	2
SPU_006572	Scaffold1280	87065	88065	+	1001	1	2	1	1	1	0	0	1	1	4	1	0	2	0	1	0	0	4	0	0	1	0	1	3	3	0	0	2	1	2	2	0	0	0	1
SPU_015176	Scaffold1280	95509	96509	+	1001	9	6	1	5	1	2	2	3	0	1	1	3	1	5	0	3	0	2	1	3	3	1	9	0	2	6	4	1	2	0	1	0	3	2	0
SPU_022349	Scaffold3700	26077	27077	-	1001	2	4	4	14	7	6	4	7	13	11	10	11	4	5	4	3	3	16	13	6	15	1	5	5	8	2	2	2	5	16	0	5	8	13	7
SPU_027512	Scaffold3700	103942	104942	-	1001	1	10	11	10	2	0	4	9	10	8	10	9	5	4	4	4	8	13	8	10	6	1	18	11	13	16	10	11	16	10	2	13	3	4	11
SPU_017336	Scaffold3162	62693	63693	-	1001	1	2	1	0	0	1	0	0	3	5	0	0	1	1	1	1	1	6	0	1	1	0	1	0	1	0	1	0	2	1	0	1	1	0	2
SPU_022253	Scaffold3162	104305	105305	-	1001	0	11	13	5	1	3	6	11	14	21	5	4	9	6	10	8	9	18	8	7	8	1	7	4	12	11	11	3	6	3	1	6	8	3	10
SPU_017335	Scaffold3162	77081	78081	-	1001	12	43	50	32	19	26	31	34	47	53	52	30	23	20	24	35	31	55	32	34	28	13	44	27	46	40	37	27	44	34	13	34	35	19	39
SPU_022531	Scaffold1820	18457	19457	+	1001	275	221	153	137	246	288	176	123	167	113	183	124	115	98	129	220	195	306	204	297	192	22	260	154	165	172	99	129	112	180	153	169	149	106	210
SPU_030189	Scaffold1000	5229	6229	+	1001	0	1	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0
SPU_008835	Scaffold23388	5138	6138	+	1001	0	1	0	0	0	0	1	3	0	3	0	0	1	0	0	2	2	2	0	0	0	0	0	1	1	0	1	0	0	0	0	0	4	0	0
SPU_000267	Scaffold2668	12944	13944	-	1001	14	47	38	39	8	54	17	16	35	41	43	21	24	17	18	26	38	73	31	30	23	16	41	16	34	18	45	14	19	23	18	11	32	29	24
SPU_010474	Scaffold2668	20349	21349	+	1001	8	26	24	20	17	14	9	23	20	20	19	3	24	5	18	26	21	33	21	25	7	5	19	14	17	11	16	14	13	9	18	12	19	14	9
SPU_018503	Scaffold2668	26739	27739	+	1001	0	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0
SPU_027429	Scaffold2668	49420	50420	+	1001	4	9	4	6	1	2	4	7	8	11	7	3	2	2	7	6	8	7	9	2	3	0	2	2	2	2	1	4	4	3	0	1	5	3	3
SPU_027428	Scaffold2668	67117	68117	-	1001	6	17	8	13	11	17	16	14	13	14	18	13	9	9	9	20	14	25	16	16	12	1	15	12	18	10	17	10	13	14	4	16	16	10	13
SPU_027430	Scaffold2668	75602	76602	+	1001	1	2	0	3	2	0	0	1	4	2	1	0	0	1	0	0	0	1	1	0	2	0	0	1	1	2	0	0	1	1	2	0	1	1	2
SPU_016218	Scaffold2126	12735	13735	+	1001	10	6	2	4	0	5	2	1	3	1	2	1	1	4	2	1	1	10	7	2	1	0	2	0	4	4	0	2	1	1	0	3	2	1	3
SPU_016219	Scaffold2126	24048	25048	+	1001	0	7	9	7	4	7	8	4	8	4	5	4	9	5	5	2	1	7	6	4	6	0	5	4	5	2	0	1	3	2	1	0	3	3	2
SPU_028653	Scaffold2126	25876	26876	+	1001	11	16	7	7	2	13	8	6	23	6	8	5	2	5	7	13	1	6	2	0	0	0	0	0	4	0	0	4	5	0	5	1	0	2	2
SPU_023190	Scaffold2126	49519	50519	+	1001	0	1	4	1	0	4	1	2	0	7	1	0	2	2	1	6	0	6	1	2	2	1	5	1	1	2	1	5	2	2	1	1	3	0	1
SPU_025954	Scaffold2126	74763	75763	+	1001	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SPU_025953	Scaffold2126	96371	97371	-	1001	0	6	4	1	1	1	0	3	7	7	2	0	3	0	2	5	2	6	6	3	6	0	1	2	4	2	3	1	5	4	1	4	6	7	3
SPU_019706	Scaffold2126	101626	102626	+	1001	5	4	11	4	0	1	2	7	1	6	6	3	3	4	8	3	8	7	2	2	3	0	3	3	8	3	5	7	4	9	3	0	5	2	1
SPU_022777	Scaffold3242	3318	4318	-	1001	10	46	46	23	7	16	19	28	40	48	24	18	20	17	20	26	17	57	24	19	23	3	25	26	41	38	26	15	46	23	5	23	36	20	33
SPU_022776	Scaffold3242	17291	18291	-	1001	0	14	14	3	1	2	5	12	8	20	11	3	7	4	9	12	8	12	5	6	11	4	6	6	7	7	9	7	11	6	0	4	6	3	4
SPU_023975	Scaffold3242	38829	39829	-	1001	18	58	72	38	20	32	24	48	57	72	46	30	41	33	35	53	49	62	41	45	38	14	40	36	59	50	43	37	61	37	7	42	69	27	33
SPU_023974	Scaffold3242	64835	65835	-	1001	0	3	5	2	0	0	4	2	2	4	1	1	0	4	0	3	0	5	1	3	1	1	1	1	4	3	2	0	2	1	1	3	3	2	1
SPU_023973	Scaffold3242	74530	75530	-	1001	8	11	5	4	4	1	2	7	1	7	5	2	3	8	1	3	1	13	6	2	2	0	2	1	5	1	2	1	4	8	1	1	6	3	1
SPU_017840	Scaffold2025	2268	3268	+	1001	19	25	27	28	17	22	20	17	27	16	21	8	13	22	13	28	16	32	24	21	22	4	22	11	26	24	28	14	17	17	15	22	19	15	15
SPU_017841	Scaffold2025	27077	28077	+	1001	6	28	29	14	11	13	13	18	26	34	24	21	14	9	16	23	16	27	22	24	20	6	22	25	27	20	24	19	21	17	10	21	24	15	20
SPU_021386	Scaffold2025	49633	50633	+	1001	23	6	4	4	4	1	7	6	3	16	10	8	13	3	4	6	7	10	3	6	6	2	4	7	5	10	3	5	6	5	0	4	3	0	7
SPU_010005	Scaffold2025	62245	63245	+	1001	8	34	42	34	4	17	21	29	38	35	35	8	16	15	19	28	20	42	22	21	29	3	29	15	35	21	27	24	33	31	4	20	25	16	25
SPU_012378	Scaffold2025	93849	94849	+	1001	2	11	0	2	0	0	0	1	4	3	1	0	0	3	1	0	2	2	1	3	7	0	1	2	1	1	2	1	3	0	1	1	2	0	0
SPU_018098	Scaffold1586	62860	63860	-	1001	1	2	1	1	1	0	0	2	1	3	1	0	1	1	1	1	0	3	0	1	3	0	1	0	1	0	1	3	1	2	0	0	3	2	0
SPU_000114	Scaffold1861	17642	18642	+	1001	1	2	2	0	0	0	0	2	1	2	1	0	0	0	1	1	1	2	1	0	1	1	0	0	0	2	1	1	2	2	1	0	3	1	0
SPU_018060	Scaffold1861	17681	18681	+	1001	2	3	4	0	2	0	0	3	1	3	1	1	1	0	3	3	4	4	3	4	2	2	2	0	0	4	1	1	2	2	1	2	3	2	0
